year,round,race_name,driver_id,driver_code,constructor_id,grid,finish_position,pts_finish,pts_place_diff,pts_fastest_lap,pts_classified,pts_defeated_teammate,dk_points_total
2024,19,United States Grand Prix,sainz,SAI,ferrari,3,2,37,1,0,1,0,39
2024,19,United States Grand Prix,max_verstappen,VER,red_bull,2,3,35,-1,0,1,5,40
2024,19,United States Grand Prix,norris,NOR,mclaren,1,4,32,-3,0,1,5,35
2024,19,United States Grand Prix,piastri,PIA,mclaren,5,5,30,0,0,1,0,31
2024,19,United States Grand Prix,russell,RUS,mercedes,20,6,27,14,0,1,5,47
2024,19,United States Grand Prix,perez,PER,red_bull,9,7,25,2,0,1,0,28
2024,19,United States Grand Prix,hulkenberg,HUL,haas,11,8,23,3,0,1,5,32
2024,19,United States Grand Prix,lawson,LAW,rb,19,9,22,10,0,1,5,38
2024,19,United States Grand Prix,colapinto,COL,williams,15,10,20,5,0,1,5,31
2024,19,United States Grand Prix,kevin_magnussen,MAG,haas,8,11,17,-3,0,1,0,15
2024,19,United States Grand Prix,gasly,GAS,alpine,6,12,15,-6,0,1,5,15
2024,19,United States Grand Prix,alonso,ALO,aston_martin,7,13,13,-6,0,1,5,13
2024,19,United States Grand Prix,tsunoda,TSU,rb,10,14,12,-4,0,1,0,9
2024,19,United States Grand Prix,stroll,STR,aston_martin,13,15,10,-2,0,1,0,9
2024,19,United States Grand Prix,albon,ALB,williams,14,16,7,-2,0,1,0,6
2024,19,United States Grand Prix,bottas,BOT,sauber,16,17,5,-1,0,1,5,10
2024,19,United States Grand Prix,ocon,OCO,alpine,12,18,4,-6,3,1,0,2
2024,19,United States Grand Prix,zhou,ZHO,sauber,18,19,3,-1,0,1,0,3
2024,19,United States Grand Prix,hamilton,HAM,mercedes,17,20,2,-3,0,0,0,-1
2024,20,Mexico City Grand Prix,sainz,SAI,ferrari,1,1,40,0,0,1,5,46
2024,20,Mexico City Grand Prix,norris,NOR,mclaren,3,2,37,1,0,1,5,44
2024,20,Mexico City Grand Prix,leclerc,LEC,ferrari,4,3,35,1,3,1,0,40
2024,20,Mexico City Grand Prix,hamilton,HAM,mercedes,6,4,32,2,0,1,5,40
2024,20,Mexico City Grand Prix,russell,RUS,mercedes,5,5,30,0,0,1,0,31
2024,20,Mexico City Grand Prix,max_verstappen,VER,red_bull,2,6,27,-4,0,1,5,29
2024,20,Mexico City Grand Prix,kevin_magnussen,MAG,haas,7,7,25,0,0,1,5,31
2024,20,Mexico City Grand Prix,piastri,PIA,mclaren,17,8,23,9,0,1,0,33
2024,20,Mexico City Grand Prix,hulkenberg,HUL,haas,10,9,22,1,0,1,0,24
2024,20,Mexico City Grand Prix,gasly,GAS,alpine,8,10,20,-2,0,1,5,24
2024,20,Mexico City Grand Prix,stroll,STR,aston_martin,14,11,17,3,0,1,5,26
2024,20,Mexico City Grand Prix,colapinto,COL,williams,16,12,15,4,0,1,5,25
2024,20,Mexico City Grand Prix,ocon,OCO,alpine,0,13,13,7,0,1,0,21
2024,20,Mexico City Grand Prix,bottas,BOT,sauber,15,14,12,1,0,1,5,19
2024,20,Mexico City Grand Prix,zhou,ZHO,sauber,19,15,10,4,0,1,0,15
2024,20,Mexico City Grand Prix,lawson,LAW,rb,12,16,7,-4,0,1,5,9
2024,20,Mexico City Grand Prix,perez,PER,red_bull,18,17,5,1,0,1,0,7
2024,20,Mexico City Grand Prix,alonso,ALO,aston_martin,13,18,4,-5,0,0,0,-1
2024,20,Mexico City Grand Prix,albon,ALB,williams,9,19,3,-10,0,0,0,-7
2024,20,Mexico City Grand Prix,tsunoda,TSU,rb,11,20,2,-9,0,0,0,-7
2024,21,São Paulo Grand Prix,max_verstappen,VER,red_bull,17,1,40,16,3,1,5,65
2024,21,São Paulo Grand Prix,ocon,OCO,alpine,4,2,37,2,0,1,5,45
2024,21,São Paulo Grand Prix,gasly,GAS,alpine,13,3,35,10,0,1,0,46
2024,21,São Paulo Grand Prix,russell,RUS,mercedes,2,4,32,-2,0,1,5,36
2024,21,São Paulo Grand Prix,leclerc,LEC,ferrari,6,5,30,1,0,1,5,37
2024,21,São Paulo Grand Prix,norris,NOR,mclaren,1,6,27,-5,0,1,5,28
2024,21,São Paulo Grand Prix,tsunoda,TSU,rb,3,7,25,-4,0,1,5,27
2024,21,São Paulo Grand Prix,piastri,PIA,mclaren,8,8,23,0,0,1,0,24
2024,21,São Paulo Grand Prix,lawson,LAW,rb,5,9,22,-4,0,1,0,19
2024,21,São Paulo Grand Prix,hamilton,HAM,mercedes,14,10,20,4,0,1,0,25
2024,21,São Paulo Grand Prix,perez,PER,red_bull,12,11,17,1,0,1,0,19
2024,21,São Paulo Grand Prix,bearman,BEA,haas,15,12,15,3,0,1,5,24
2024,21,São Paulo Grand Prix,bottas,BOT,sauber,11,13,13,-2,0,1,5,17
2024,21,São Paulo Grand Prix,alonso,ALO,aston_martin,9,14,12,-5,0,1,5,13
2024,21,São Paulo Grand Prix,zhou,ZHO,sauber,19,15,10,4,0,1,0,15
2024,21,São Paulo Grand Prix,sainz,SAI,ferrari,20,16,7,4,0,0,0,11
2024,21,São Paulo Grand Prix,colapinto,COL,williams,16,17,5,-1,0,0,5,9
2024,21,São Paulo Grand Prix,albon,ALB,williams,7,18,4,-11,0,0,0,-7
2024,21,São Paulo Grand Prix,stroll,STR,aston_martin,10,19,3,-9,0,0,0,-6
2024,21,São Paulo Grand Prix,hulkenberg,HUL,haas,18,20,2,-2,0,0,0,0
2024,22,Las Vegas Grand Prix,russell,RUS,mercedes,1,1,40,0,0,1,5,46
2024,22,Las Vegas Grand Prix,hamilton,HAM,mercedes,10,2,37,8,0,1,0,46
2024,22,Las Vegas Grand Prix,sainz,SAI,ferrari,2,3,35,-1,0,1,5,40
2024,22,Las Vegas Grand Prix,leclerc,LEC,ferrari,4,4,32,0,0,1,0,33
2024,22,Las Vegas Grand Prix,max_verstappen,VER,red_bull,5,5,30,0,0,1,5,36
2024,22,Las Vegas Grand Prix,norris,NOR,mclaren,6,6,27,0,3,1,5,36
2024,22,Las Vegas Grand Prix,piastri,PIA,mclaren,8,7,25,1,0,1,0,27
2024,22,Las Vegas Grand Prix,hulkenberg,HUL,haas,9,8,23,1,0,1,5,30
2024,22,Las Vegas Grand Prix,tsunoda,TSU,rb,7,9,22,-2,0,1,5,26
2024,22,Las Vegas Grand Prix,perez,PER,red_bull,15,10,20,5,0,1,0,26
2024,22,Las Vegas Grand Prix,alonso,ALO,aston_martin,16,11,17,5,0,1,5,28
2024,22,Las Vegas Grand Prix,kevin_magnussen,MAG,haas,12,12,15,0,0,1,0,16
2024,22,Las Vegas Grand Prix,zhou,ZHO,sauber,13,13,13,0,0,1,5,19
2024,22,Las Vegas Grand Prix,colapinto,COL,williams,20,14,12,6,0,1,5,24
2024,22,Las Vegas Grand Prix,stroll,STR,aston_martin,18,15,10,3,0,1,0,14
2024,22,Las Vegas Grand Prix,lawson,LAW,rb,14,16,7,-2,0,1,0,6
2024,22,Las Vegas Grand Prix,ocon,OCO,alpine,11,17,5,-6,0,1,5,5
2024,22,Las Vegas Grand Prix,bottas,BOT,sauber,19,18,4,1,0,1,0,6
2024,22,Las Vegas Grand Prix,albon,ALB,williams,17,19,3,-2,0,0,0,1
2024,22,Las Vegas Grand Prix,gasly,GAS,alpine,3,20,2,-17,0,0,0,-15
2024,23,Qatar Grand Prix,max_verstappen,VER,red_bull,2,1,40,1,0,1,5,47
2024,23,Qatar Grand Prix,leclerc,LEC,ferrari,5,2,37,3,0,1,5,46
2024,23,Qatar Grand Prix,piastri,PIA,mclaren,4,3,35,1,0,1,5,42
2024,23,Qatar Grand Prix,russell,RUS,mercedes,1,4,32,-3,0,1,5,35
2024,23,Qatar Grand Prix,gasly,GAS,alpine,11,5,30,6,0,1,5,42
2024,23,Qatar Grand Prix,sainz,SAI,ferrari,7,6,27,1,0,1,0,29
2024,23,Qatar Grand Prix,alonso,ALO,aston_martin,8,7,25,1,0,1,5,32
2024,23,Qatar Grand Prix,zhou,ZHO,sauber,12,8,23,4,0,1,5,33
2024,23,Qatar Grand Prix,kevin_magnussen,MAG,haas,10,9,22,1,0,1,5,29
2024,23,Qatar Grand Prix,norris,NOR,mclaren,3,10,20,-7,3,1,0,17
2024,23,Qatar Grand Prix,bottas,BOT,sauber,13,11,17,2,0,1,0,20
2024,23,Qatar Grand Prix,hamilton,HAM,mercedes,6,12,15,-6,0,1,0,10
2024,23,Qatar Grand Prix,tsunoda,TSU,rb,14,13,13,1,0,1,5,20
2024,23,Qatar Grand Prix,lawson,LAW,rb,17,14,12,3,0,1,0,16
2024,23,Qatar Grand Prix,albon,ALB,williams,16,15,10,1,0,1,5,17
2024,23,Qatar Grand Prix,hulkenberg,HUL,haas,18,16,7,2,0,0,0,9
2024,23,Qatar Grand Prix,perez,PER,red_bull,9,17,5,-8,0,0,0,-3
2024,23,Qatar Grand Prix,stroll,STR,aston_martin,15,18,4,-3,0,0,0,1
2024,23,Qatar Grand Prix,colapinto,COL,williams,19,19,3,0,0,0,0,3
2024,23,Qatar Grand Prix,ocon,OCO,alpine,20,20,2,0,0,0,0,2
2024,24,Abu Dhabi Grand Prix,norris,NOR,mclaren,1,1,40,0,0,1,5,46
2024,24,Abu Dhabi Grand Prix,sainz,SAI,ferrari,3,2,37,1,0,1,5,44
2024,24,Abu Dhabi Grand Prix,leclerc,LEC,ferrari,19,3,35,16,0,1,0,52
2024,24,Abu Dhabi Grand Prix,hamilton,HAM,mercedes,16,4,32,12,0,1,5,50
2024,24,Abu Dhabi Grand Prix,russell,RUS,mercedes,6,5,30,1,0,1,0,32
2024,24,Abu Dhabi Grand Prix,max_verstappen,VER,red_bull,4,6,27,-2,0,1,5,31
2024,24,Abu Dhabi Grand Prix,gasly,GAS,alpine,5,7,25,-2,0,1,5,29
2024,24,Abu Dhabi Grand Prix,hulkenberg,HUL,haas,7,8,23,-1,0,1,5,28
2024,24,Abu Dhabi Grand Prix,alonso,ALO,aston_martin,8,9,22,-1,0,1,5,27
2024,24,Abu Dhabi Grand Prix,piastri,PIA,mclaren,2,10,20,-8,0,1,0,13
2024,24,Abu Dhabi Grand Prix,albon,ALB,williams,18,11,17,7,0,1,5,30
2024,24,Abu Dhabi Grand Prix,tsunoda,TSU,rb,11,12,15,-1,0,1,5,20
2024,24,Abu Dhabi Grand Prix,zhou,ZHO,sauber,15,13,13,2,0,1,5,21
2024,24,Abu Dhabi Grand Prix,stroll,STR,aston_martin,13,14,12,-1,0,1,0,12
2024,24,Abu Dhabi Grand Prix,doohan,DOO,alpine,17,15,10,2,0,1,0,13
2024,24,Abu Dhabi Grand Prix,kevin_magnussen,MAG,haas,14,16,7,-2,3,1,0,9
2024,24,Abu Dhabi Grand Prix,lawson,LAW,rb,12,17,5,-5,0,1,0,1
2024,24,Abu Dhabi Grand Prix,bottas,BOT,sauber,9,18,4,-9,0,0,0,-5
2024,24,Abu Dhabi Grand Prix,colapinto,COL,williams,20,19,3,1,0,0,0,4
2024,24,Abu Dhabi Grand Prix,perez,PER,red_bull,10,20,2,-10,0,0,0,-8
2025,1,Australian Grand Prix,norris,NOR,mclaren,1,1,40,0,3,1,5,49
2025,1,Australian Grand Prix,max_verstappen,VER,red_bull,3,2,37,1,0,1,5,44
2025,1,Australian Grand Prix,russell,RUS,mercedes,4,3,35,1,0,1,5,42
2025,1,Australian Grand Prix,antonelli,ANT,mercedes,16,4,32,12,0,1,0,45
2025,1,Australian Grand Prix,albon,ALB,williams,6,5,30,1,0,1,5,37
2025,1,Australian Grand Prix,stroll,STR,aston_martin,13,6,27,7,0,1,5,40
2025,1,Australian Grand Prix,hulkenberg,HUL,sauber,17,7,25,10,0,1,5,41
2025,1,Australian Grand Prix,leclerc,LEC,ferrari,7,8,23,-1,0,1,5,28
2025,1,Australian Grand Prix,piastri,PIA,mclaren,2,9,22,-7,0,1,0,16
2025,1,Australian Grand Prix,hamilton,HAM,ferrari,8,10,20,-2,0,1,0,19
2025,1,Australian Grand Prix,gasly,GAS,alpine,9,11,17,-2,0,1,5,21
2025,1,Australian Grand Prix,tsunoda,TSU,rb,5,12,15,-7,0,1,5,14
2025,1,Australian Grand Prix,ocon,OCO,haas,19,13,13,6,0,1,5,25
2025,1,Australian Grand Prix,bearman,BEA,haas,20,14,12,6,0,1,0,19
2025,1,Australian Grand Prix,lawson,LAW,red_bull,18,15,10,3,0,0,0,13
2025,1,Australian Grand Prix,bortoleto,BOR,sauber,15,16,7,-1,0,0,0,6
2025,1,Australian Grand Prix,alonso,ALO,aston_martin,12,17,5,-5,0,0,0,0
2025,1,Australian Grand Prix,sainz,SAI,williams,10,18,4,-8,0,0,0,-4
2025,1,Australian Grand Prix,doohan,DOO,alpine,14,19,3,-5,0,0,0,-2
2025,1,Australian Grand Prix,hadjar,HAD,rb,11,20,2,-9,0,0,0,-7
2025,2,Chinese Grand Prix,piastri,PIA,mclaren,1,1,40,0,0,1,5,46
2025,2,Chinese Grand Prix,norris,NOR,mclaren,3,2,37,1,3,1,0,42
2025,2,Chinese Grand Prix,russell,RUS,mercedes,2,3,35,-1,0,1,5,40
2025,2,Chinese Grand Prix,max_verstappen,VER,red_bull,4,4,32,0,0,1,5,38
2025,2,Chinese Grand Prix,ocon,OCO,haas,11,5,30,6,0,1,5,42
2025,2,Chinese Grand Prix,antonelli,ANT,mercedes,8,6,27,2,0,1,0,30
2025,2,Chinese Grand Prix,albon,ALB,williams,10,7,25,3,0,1,5,34
2025,2,Chinese Grand Prix,bearman,BEA,haas,17,8,23,9,0,1,0,33
2025,2,Chinese Grand Prix,stroll,STR,aston_martin,14,9,22,5,0,1,5,33
2025,2,Chinese Grand Prix,sainz,SAI,williams,15,10,20,5,0,1,0,26
2025,2,Chinese Grand Prix,hadjar,HAD,rb,7,11,17,-4,0,1,5,19
2025,2,Chinese Grand Prix,lawson,LAW,red_bull,20,12,15,8,0,1,0,24
2025,2,Chinese Grand Prix,doohan,DOO,alpine,18,13,13,5,0,1,5,24
2025,2,Chinese Grand Prix,bortoleto,BOR,sauber,19,14,12,5,0,1,5,23
2025,2,Chinese Grand Prix,hulkenberg,HUL,sauber,12,15,10,-3,0,1,0,8
2025,2,Chinese Grand Prix,tsunoda,TSU,rb,9,16,7,-7,0,1,0,1
2025,2,Chinese Grand Prix,alonso,ALO,aston_martin,13,17,5,-4,0,0,0,1
2025,2,Chinese Grand Prix,leclerc,LEC,ferrari,6,18,4,-12,0,0,5,-3
2025,2,Chinese Grand Prix,hamilton,HAM,ferrari,5,19,3,-14,0,0,0,-11
2025,2,Chinese Grand Prix,gasly,GAS,alpine,16,20,2,-4,0,0,0,-2
2025,3,Japanese Grand Prix,max_verstappen,VER,red_bull,1,1,40,0,0,1,5,46
2025,3,Japanese Grand Prix,norris,NOR,mclaren,2,2,37,0,0,1,5,43
2025,3,Japanese Grand Prix,piastri,PIA,mclaren,3,3,35,0,0,1,0,36
2025,3,Japanese Grand Prix,leclerc,LEC,ferrari,4,4,32,0,0,1,5,38
2025,3,Japanese Grand Prix,russell,RUS,mercedes,5,5,30,0,0,1,5,36
2025,3,Japanese Grand Prix,antonelli,ANT,mercedes,6,6,27,0,3,1,0,31
2025,3,Japanese Grand Prix,hamilton,HAM,ferrari,8,7,25,1,0,1,0,27
2025,3,Japanese Grand Prix,hadjar,HAD,rb,7,8,23,-1,0,1,5,28
2025,3,Japanese Grand Prix,albon,ALB,williams,9,9,22,0,0,1,5,28
2025,3,Japanese Grand Prix,bearman,BEA,haas,10,10,20,0,0,1,5,26
2025,3,Japanese Grand Prix,alonso,ALO,aston_martin,12,11,17,1,0,1,5,24
2025,3,Japanese Grand Prix,tsunoda,TSU,red_bull,14,12,15,2,0,1,0,18
2025,3,Japanese Grand Prix,gasly,GAS,alpine,11,13,13,-2,0,1,5,17
2025,3,Japanese Grand Prix,sainz,SAI,williams,15,14,12,1,0,1,0,14
2025,3,Japanese Grand Prix,doohan,DOO,alpine,19,15,10,4,0,1,0,15
2025,3,Japanese Grand Prix,hulkenberg,HUL,sauber,16,16,7,0,0,1,5,13
2025,3,Japanese Grand Prix,lawson,LAW,rb,13,17,5,-4,0,1,0,2
2025,3,Japanese Grand Prix,ocon,OCO,haas,18,18,4,0,0,1,0,5
2025,3,Japanese Grand Prix,bortoleto,BOR,sauber,17,19,3,-2,0,1,0,2
2025,3,Japanese Grand Prix,stroll,STR,aston_martin,20,20,2,0,0,1,0,3
2025,4,Bahrain Grand Prix,piastri,PIA,mclaren,1,1,40,0,3,1,5,49
2025,4,Bahrain Grand Prix,russell,RUS,mercedes,3,2,37,1,0,1,5,44
2025,4,Bahrain Grand Prix,norris,NOR,mclaren,6,3,35,3,0,1,0,39
2025,4,Bahrain Grand Prix,leclerc,LEC,ferrari,2,4,32,-2,0,1,5,36
2025,4,Bahrain Grand Prix,hamilton,HAM,ferrari,9,5,30,4,0,1,0,35
2025,4,Bahrain Grand Prix,max_verstappen,VER,red_bull,7,6,27,1,0,1,5,34
2025,4,Bahrain Grand Prix,gasly,GAS,alpine,4,7,25,-3,0,1,5,28
2025,4,Bahrain Grand Prix,ocon,OCO,haas,14,8,23,6,0,1,5,35
2025,4,Bahrain Grand Prix,tsunoda,TSU,red_bull,10,9,22,1,0,1,0,24
2025,4,Bahrain Grand Prix,bearman,BEA,haas,20,10,20,10,0,1,0,31
2025,4,Bahrain Grand Prix,antonelli,ANT,mercedes,5,11,17,-6,0,1,0,12
2025,4,Bahrain Grand Prix,albon,ALB,williams,15,12,15,3,0,1,5,24
2025,4,Bahrain Grand Prix,hadjar,HAD,rb,12,13,13,-1,0,1,5,18
2025,4,Bahrain Grand Prix,doohan,DOO,alpine,11,14,12,-3,0,1,0,10
2025,4,Bahrain Grand Prix,alonso,ALO,aston_martin,13,15,10,-2,0,1,5,14
2025,4,Bahrain Grand Prix,lawson,LAW,rb,17,16,7,1,0,1,0,9
2025,4,Bahrain Grand Prix,stroll,STR,aston_martin,19,17,5,2,0,1,0,8
2025,4,Bahrain Grand Prix,bortoleto,BOR,sauber,18,18,4,0,0,1,5,10
2025,4,Bahrain Grand Prix,sainz,SAI,williams,8,19,3,-11,0,0,0,-8
2025,4,Bahrain Grand Prix,hulkenberg,HUL,sauber,16,20,2,-4,0,0,0,-2
2025,5,Saudi Arabian Grand Prix,piastri,PIA,mclaren,2,1,40,1,0,1,5,47
2025,5,Saudi Arabian Grand Prix,max_verstappen,VER,red_bull,1,2,37,-1,0,1,5,42
2025,5,Saudi Arabian Grand Prix,leclerc,LEC,ferrari,4,3,35,1,0,1,5,42
2025,5,Saudi Arabian Grand Prix,norris,NOR,mclaren,10,4,32,6,3,1,0,42
2025,5,Saudi Arabian Grand Prix,russell,RUS,mercedes,3,5,30,-2,0,1,5,34
2025,5,Saudi Arabian Grand Prix,antonelli,ANT,mercedes,5,6,27,-1,0,1,0,27
2025,5,Saudi Arabian Grand Prix,hamilton,HAM,ferrari,7,7,25,0,0,1,0,26
2025,5,Saudi Arabian Grand Prix,sainz,SAI,williams,6,8,23,-2,0,1,5,27
2025,5,Saudi Arabian Grand Prix,albon,ALB,williams,11,9,22,2,0,1,0,25
2025,5,Saudi Arabian Grand Prix,hadjar,HAD,rb,14,10,20,4,0,1,5,30
2025,5,Saudi Arabian Grand Prix,alonso,ALO,aston_martin,13,11,17,2,0,1,5,25
2025,5,Saudi Arabian Grand Prix,lawson,LAW,rb,12,12,15,0,0,1,0,16
2025,5,Saudi Arabian Grand Prix,bearman,BEA,haas,15,13,13,2,0,1,5,21
2025,5,Saudi Arabian Grand Prix,ocon,OCO,haas,19,14,12,5,0,1,0,18
2025,5,Saudi Arabian Grand Prix,hulkenberg,HUL,sauber,18,15,10,3,0,1,5,19
2025,5,Saudi Arabian Grand Prix,stroll,STR,aston_martin,16,16,7,0,0,1,0,8
2025,5,Saudi Arabian Grand Prix,doohan,DOO,alpine,17,17,5,0,0,1,5,11
2025,5,Saudi Arabian Grand Prix,bortoleto,BOR,sauber,20,18,4,2,0,1,0,7
2025,5,Saudi Arabian Grand Prix,tsunoda,TSU,red_bull,8,19,3,-11,0,0,0,-8
2025,5,Saudi Arabian Grand Prix,gasly,GAS,alpine,9,20,2,-11,0,0,0,-9
2025,6,Miami Grand Prix,piastri,PIA,mclaren,4,1,40,3,0,1,5,49
2025,6,Miami Grand Prix,norris,NOR,mclaren,2,2,37,0,3,1,0,41
2025,6,Miami Grand Prix,russell,RUS,mercedes,5,3,35,2,0,1,5,43
2025,6,Miami Grand Prix,max_verstappen,VER,red_bull,1,4,32,-3,0,1,5,35
2025,6,Miami Grand Prix,albon,ALB,williams,7,5,30,2,0,1,5,38
2025,6,Miami Grand Prix,antonelli,ANT,mercedes,3,6,27,-3,0,1,0,25
2025,6,Miami Grand Prix,leclerc,LEC,ferrari,8,7,25,1,0,1,5,32
2025,6,Miami Grand Prix,hamilton,HAM,ferrari,12,8,23,4,0,1,0,28
2025,6,Miami Grand Prix,sainz,SAI,williams,6,9,22,-3,0,1,0,20
2025,6,Miami Grand Prix,tsunoda,TSU,red_bull,10,10,20,0,0,1,0,21
2025,6,Miami Grand Prix,hadjar,HAD,rb,11,11,17,0,0,1,5,23
2025,6,Miami Grand Prix,ocon,OCO,haas,9,12,15,-3,0,1,5,18
2025,6,Miami Grand Prix,gasly,GAS,alpine,20,13,13,7,0,1,5,26
2025,6,Miami Grand Prix,hulkenberg,HUL,sauber,16,14,12,2,0,1,5,20
2025,6,Miami Grand Prix,alonso,ALO,aston_martin,17,15,10,2,0,1,5,18
2025,6,Miami Grand Prix,stroll,STR,aston_martin,18,16,7,2,0,1,0,10
2025,6,Miami Grand Prix,lawson,LAW,rb,15,17,5,-2,0,0,0,3
2025,6,Miami Grand Prix,bortoleto,BOR,sauber,13,18,4,-5,0,0,0,-1
2025,6,Miami Grand Prix,bearman,BEA,haas,19,19,3,0,0,0,0,3
2025,6,Miami Grand Prix,doohan,DOO,alpine,14,20,2,-6,0,0,0,-4
2025,7,Emilia Romagna Grand Prix,max_verstappen,VER,red_bull,2,1,40,1,3,1,5,50
2025,7,Emilia Romagna Grand Prix,norris,NOR,mclaren,4,2,37,2,0,1,5,45
2025,7,Emilia Romagna Grand Prix,piastri,PIA,mclaren,1,3,35,-2,0,1,0,34
2025,7,Emilia Romagna Grand Prix,hamilton,HAM,ferrari,12,4,32,8,0,1,5,46
2025,7,Emilia Romagna Grand Prix,albon,ALB,williams,7,5,30,2,0,1,5,38
2025,7,Emilia Romagna Grand Prix,leclerc,LEC,ferrari,11,6,27,5,0,1,0,33
2025,7,Emilia Romagna Grand Prix,russell,RUS,mercedes,3,7,25,-4,0,1,5,27
2025,7,Emilia Romagna Grand Prix,sainz,SAI,williams,6,8,23,-2,0,1,0,22
2025,7,Emilia Romagna Grand Prix,hadjar,HAD,rb,9,9,22,0,0,1,5,28
2025,7,Emilia Romagna Grand Prix,tsunoda,TSU,red_bull,20,10,20,10,0,1,0,31
2025,7,Emilia Romagna Grand Prix,alonso,ALO,aston_martin,5,11,17,-6,0,1,5,17
2025,7,Emilia Romagna Grand Prix,hulkenberg,HUL,sauber,17,12,15,5,0,1,5,26
2025,7,Emilia Romagna Grand Prix,gasly,GAS,alpine,10,13,13,-3,0,1,5,16
2025,7,Emilia Romagna Grand Prix,lawson,LAW,rb,15,14,12,1,0,1,0,14
2025,7,Emilia Romagna Grand Prix,stroll,STR,aston_martin,8,15,10,-7,0,1,0,4
2025,7,Emilia Romagna Grand Prix,colapinto,COL,alpine,16,16,7,0,0,1,0,8
2025,7,Emilia Romagna Grand Prix,bearman,BEA,haas,19,17,5,2,0,1,5,13
2025,7,Emilia Romagna Grand Prix,bortoleto,BOR,sauber,14,18,4,-4,0,1,0,1
2025,7,Emilia Romagna Grand Prix,antonelli,ANT,mercedes,13,19,3,-6,0,0,0,-3
2025,7,Emilia Romagna Grand Prix,ocon,OCO,haas,18,20,2,-2,0,0,0,0
2025,8,Monaco Grand Prix,norris,NOR,mclaren,1,1,40,0,3,1,5,49
2025,8,Monaco Grand Prix,leclerc,LEC,ferrari,2,2,37,0,0,1,5,43
2025,8,Monaco Grand Prix,piastri,PIA,mclaren,3,3,35,0,0,1,0,36
2025,8,Monaco Grand Prix,max_verstappen,VER,red_bull,4,4,32,0,0,1,5,38
2025,8,Monaco Grand Prix,hamilton,HAM,ferrari,7,5,30,2,0,1,0,33
2025,8,Monaco Grand Prix,hadjar,HAD,rb,5,6,27,-1,0,1,5,32
2025,8,Monaco Grand Prix,ocon,OCO,haas,8,7,25,1,0,1,5,32
2025,8,Monaco Grand Prix,lawson,LAW,rb,9,8,23,1,0,1,0,25
2025,8,Monaco Grand Prix,albon,ALB,williams,10,9,22,1,0,1,5,29
2025,8,Monaco Grand Prix,sainz,SAI,williams,11,10,20,1,0,1,0,22
2025,8,Monaco Grand Prix,russell,RUS,mercedes,14,11,17,3,0,1,5,26
2025,8,Monaco Grand Prix,bearman,BEA,haas,20,12,15,8,0,1,0,24
2025,8,Monaco Grand Prix,colapinto,COL,alpine,18,13,13,5,0,1,5,24
2025,8,Monaco Grand Prix,bortoleto,BOR,sauber,16,14,12,2,0,1,5,20
2025,8,Monaco Grand Prix,stroll,STR,aston_martin,19,15,10,4,0,1,5,20
2025,8,Monaco Grand Prix,hulkenberg,HUL,sauber,13,16,7,-3,0,1,0,5
2025,8,Monaco Grand Prix,tsunoda,TSU,red_bull,12,17,5,-5,0,1,0,1
2025,8,Monaco Grand Prix,antonelli,ANT,mercedes,15,18,4,-3,0,1,0,2
2025,8,Monaco Grand Prix,alonso,ALO,aston_martin,6,19,3,-13,0,0,0,-10
2025,8,Monaco Grand Prix,gasly,GAS,alpine,17,20,2,-3,0,0,0,-1
2025,9,Spanish Grand Prix,piastri,PIA,mclaren,1,1,40,0,3,1,5,49
2025,9,Spanish Grand Prix,norris,NOR,mclaren,2,2,37,0,0,1,0,38
2025,9,Spanish Grand Prix,leclerc,LEC,ferrari,7,3,35,4,0,1,5,45
2025,9,Spanish Grand Prix,russell,RUS,mercedes,4,4,32,0,0,1,5,38
2025,9,Spanish Grand Prix,hulkenberg,HUL,sauber,15,5,30,10,0,1,5,46
2025,9,Spanish Grand Prix,hamilton,HAM,ferrari,5,6,27,-1,0,1,0,27
2025,9,Spanish Grand Prix,hadjar,HAD,rb,9,7,25,2,0,1,5,33
2025,9,Spanish Grand Prix,gasly,GAS,alpine,8,8,23,0,0,1,5,29
2025,9,Spanish Grand Prix,alonso,ALO,aston_martin,10,9,22,1,0,1,0,24
2025,9,Spanish Grand Prix,max_verstappen,VER,red_bull,3,10,20,-7,0,1,5,19
2025,9,Spanish Grand Prix,lawson,LAW,rb,13,11,17,2,0,1,0,20
2025,9,Spanish Grand Prix,bortoleto,BOR,sauber,12,12,15,0,0,1,0,16
2025,9,Spanish Grand Prix,tsunoda,TSU,red_bull,19,13,13,6,0,1,0,20
2025,9,Spanish Grand Prix,sainz,SAI,williams,17,14,12,3,0,1,5,21
2025,9,Spanish Grand Prix,colapinto,COL,alpine,18,15,10,3,0,1,0,14
2025,9,Spanish Grand Prix,ocon,OCO,haas,16,16,7,0,0,1,5,13
2025,9,Spanish Grand Prix,bearman,BEA,haas,14,17,5,-3,0,1,0,3
2025,9,Spanish Grand Prix,antonelli,ANT,mercedes,6,18,4,-12,0,0,0,-8
2025,9,Spanish Grand Prix,albon,ALB,williams,11,19,3,-8,0,0,0,-5
2025,10,Canadian Grand Prix,russell,RUS,mercedes,1,1,40,0,3,1,5,49
2025,10,Canadian Grand Prix,max_verstappen,VER,red_bull,2,2,37,0,0,1,5,43
2025,10,Canadian Grand Prix,antonelli,ANT,mercedes,4,3,35,1,0,1,0,37
2025,10,Canadian Grand Prix,piastri,PIA,mclaren,3,4,32,-1,0,1,5,37
