year,round,race_name,driver_id,driver_code,constructor_id,grid,finish_position,pts_finish,pts_place_diff,pts_fastest_lap,pts_classified,pts_defeated_teammate,dk_points_total
2024,3,Australian Grand Prix,zhou,ZHO,sauber,19,15,10,4,0,1,0,15
2024,3,Australian Grand Prix,ocon,OCO,alpine,15,16,7,-1,0,1,0,7
2024,3,Australian Grand Prix,russell,RUS,mercedes,7,17,5,-10,0,1,5,1
2024,3,Australian Grand Prix,hamilton,HAM,mercedes,11,18,4,-7,0,0,0,-3
2024,3,Australian Grand Prix,max_verstappen,VER,red_bull,1,19,3,-18,0,0,0,-15
2024,4,Japanese Grand Prix,max_verstappen,VER,red_bull,1,1,40,0,3,1,5,49
2024,4,Japanese Grand Prix,perez,PER,red_bull,2,2,37,0,0,1,0,38
2024,4,Japanese Grand Prix,sainz,SAI,ferrari,4,3,35,1,0,1,5,42
2024,4,Japanese Grand Prix,leclerc,LEC,ferrari,8,4,32,4,0,1,0,37
2024,4,Japanese Grand Prix,norris,NOR,mclaren,3,5,30,-2,0,1,5,34
2024,4,Japanese Grand Prix,alonso,ALO,aston_martin,5,6,27,-1,0,1,5,32
2024,4,Japanese Grand Prix,russell,RUS,mercedes,9,7,25,2,0,1,5,33
2024,4,Japanese Grand Prix,piastri,PIA,mclaren,6,8,23,-2,0,1,0,22
2024,4,Japanese Grand Prix,hamilton,HAM,mercedes,7,9,22,-2,0,1,0,21
2024,4,Japanese Grand Prix,tsunoda,TSU,rb,10,10,20,0,0,1,5,26
2024,4,Japanese Grand Prix,hulkenberg,HUL,haas,12,11,17,1,0,1,5,24
2024,4,Japanese Grand Prix,stroll,STR,aston_martin,16,12,15,4,0,1,0,20
2024,4,Japanese Grand Prix,kevin_magnussen,MAG,haas,18,13,13,5,0,1,0,19
2024,4,Japanese Grand Prix,bottas,BOT,sauber,13,14,12,-1,0,1,5,17
2024,4,Japanese Grand Prix,ocon,OCO,alpine,15,15,10,0,0,1,5,16
2024,4,Japanese Grand Prix,gasly,GAS,alpine,17,16,7,1,0,1,0,9
2024,4,Japanese Grand Prix,sargeant,SAR,williams,19,17,5,2,0,1,5,13
2024,4,Japanese Grand Prix,zhou,ZHO,sauber,20,18,4,2,0,0,0,6
2024,4,Japanese Grand Prix,ricciardo,RIC,rb,11,19,3,-8,0,0,0,-5
2024,4,Japanese Grand Prix,albon,ALB,williams,14,20,2,-6,0,0,0,-4
2024,5,Chinese Grand Prix,max_verstappen,VER,red_bull,1,1,40,0,0,1,5,46
2024,5,Chinese Grand Prix,norris,NOR,mclaren,4,2,37,2,0,1,5,45
2024,5,Chinese Grand Prix,perez,PER,red_bull,2,3,35,-1,0,1,0,35
2024,5,Chinese Grand Prix,leclerc,LEC,ferrari,6,4,32,2,0,1,5,40
2024,5,Chinese Grand Prix,sainz,SAI,ferrari,7,5,30,2,0,1,0,33
2024,5,Chinese Grand Prix,russell,RUS,mercedes,8,6,27,2,0,1,5,35
2024,5,Chinese Grand Prix,alonso,ALO,aston_martin,3,7,25,-4,3,1,5,30
2024,5,Chinese Grand Prix,piastri,PIA,mclaren,5,8,23,-3,0,1,0,21
2024,5,Chinese Grand Prix,hamilton,HAM,mercedes,18,9,22,9,0,1,0,32
2024,5,Chinese Grand Prix,hulkenberg,HUL,haas,9,10,20,-1,0,1,5,25
2024,5,Chinese Grand Prix,ocon,OCO,alpine,13,11,17,2,0,1,5,25
2024,5,Chinese Grand Prix,albon,ALB,williams,14,12,15,2,0,1,5,23
2024,5,Chinese Grand Prix,gasly,GAS,alpine,15,13,13,2,0,1,0,16
2024,5,Chinese Grand Prix,zhou,ZHO,sauber,16,14,12,2,0,1,5,20
2024,5,Chinese Grand Prix,stroll,STR,aston_martin,11,15,10,-4,0,1,0,7
2024,5,Chinese Grand Prix,kevin_magnussen,MAG,haas,17,16,7,1,0,1,0,9
2024,5,Chinese Grand Prix,sargeant,SAR,williams,20,17,5,3,0,1,0,9
2024,5,Chinese Grand Prix,ricciardo,RIC,rb,12,18,4,-6,0,0,5,3
2024,5,Chinese Grand Prix,tsunoda,TSU,rb,19,19,3,0,0,0,0,3
2024,5,Chinese Grand Prix,bottas,BOT,sauber,10,20,2,-10,0,0,0,-8
2024,6,Miami Grand Prix,norris,NOR,mclaren,5,1,40,4,0,1,5,50
2024,6,Miami Grand Prix,max_verstappen,VER,red_bull,1,2,37,-1,0,1,5,42
2024,6,Miami Grand Prix,leclerc,LEC,ferrari,2,3,35,-1,0,1,5,40
2024,6,Miami Grand Prix,perez,PER,red_bull,4,4,32,0,0,1,0,33
2024,6,Miami Grand Prix,sainz,SAI,ferrari,3,5,30,-2,0,1,0,29
2024,6,Miami Grand Prix,hamilton,HAM,mercedes,8,6,27,2,0,1,5,35
2024,6,Miami Grand Prix,tsunoda,TSU,rb,10,7,25,3,0,1,5,34
2024,6,Miami Grand Prix,russell,RUS,mercedes,7,8,23,-1,0,1,0,23
2024,6,Miami Grand Prix,alonso,ALO,aston_martin,15,9,22,6,0,1,5,34
2024,6,Miami Grand Prix,ocon,OCO,alpine,13,10,20,3,0,1,5,29
2024,6,Miami Grand Prix,hulkenberg,HUL,haas,9,11,17,-2,0,1,5,21
2024,6,Miami Grand Prix,gasly,GAS,alpine,12,12,15,0,0,1,0,16
2024,6,Miami Grand Prix,piastri,PIA,mclaren,6,13,13,-7,3,1,0,10
2024,6,Miami Grand Prix,zhou,ZHO,sauber,19,14,12,5,0,1,5,23
2024,6,Miami Grand Prix,ricciardo,RIC,rb,20,15,10,5,0,1,0,16
2024,6,Miami Grand Prix,bottas,BOT,sauber,16,16,7,0,0,1,0,8
2024,6,Miami Grand Prix,stroll,STR,aston_martin,11,17,5,-6,0,1,0,0
2024,6,Miami Grand Prix,albon,ALB,williams,14,18,4,-4,0,1,5,6
2024,6,Miami Grand Prix,kevin_magnussen,MAG,haas,18,19,3,-1,0,1,0,3
2024,6,Miami Grand Prix,sargeant,SAR,williams,17,20,2,-3,0,0,0,-1
2024,7,Emilia Romagna Grand Prix,max_verstappen,VER,red_bull,1,1,40,0,0,1,5,46
2024,7,Emilia Romagna Grand Prix,norris,NOR,mclaren,2,2,37,0,0,1,5,43
2024,7,Emilia Romagna Grand Prix,leclerc,LEC,ferrari,3,3,35,0,0,1,5,41
2024,7,Emilia Romagna Grand Prix,piastri,PIA,mclaren,5,4,32,1,0,1,0,34
2024,7,Emilia Romagna Grand Prix,sainz,SAI,ferrari,4,5,30,-1,0,1,0,30
2024,7,Emilia Romagna Grand Prix,hamilton,HAM,mercedes,8,6,27,2,0,1,5,35
2024,7,Emilia Romagna Grand Prix,russell,RUS,mercedes,6,7,25,-1,3,1,0,28
2024,7,Emilia Romagna Grand Prix,perez,PER,red_bull,11,8,23,3,0,1,0,27
2024,7,Emilia Romagna Grand Prix,stroll,STR,aston_martin,13,9,22,4,0,1,5,32
2024,7,Emilia Romagna Grand Prix,tsunoda,TSU,rb,7,10,20,-3,0,1,5,23
2024,7,Emilia Romagna Grand Prix,hulkenberg,HUL,haas,10,11,17,-1,0,1,5,22
2024,7,Emilia Romagna Grand Prix,kevin_magnussen,MAG,haas,18,12,15,6,0,1,0,22
2024,7,Emilia Romagna Grand Prix,ricciardo,RIC,rb,9,13,13,-4,0,1,0,10
2024,7,Emilia Romagna Grand Prix,ocon,OCO,alpine,12,14,12,-2,0,1,5,16
2024,7,Emilia Romagna Grand Prix,zhou,ZHO,sauber,17,15,10,2,0,1,5,18
2024,7,Emilia Romagna Grand Prix,gasly,GAS,alpine,15,16,7,-1,0,1,0,7
2024,7,Emilia Romagna Grand Prix,sargeant,SAR,williams,19,17,5,2,0,1,5,13
2024,7,Emilia Romagna Grand Prix,bottas,BOT,sauber,16,18,4,-2,0,1,0,3
2024,7,Emilia Romagna Grand Prix,alonso,ALO,aston_martin,20,19,3,1,0,1,0,5
2024,7,Emilia Romagna Grand Prix,albon,ALB,williams,14,20,2,-6,0,0,0,-4
2024,8,Monaco Grand Prix,leclerc,LEC,ferrari,1,1,40,0,0,1,5,46
2024,8,Monaco Grand Prix,piastri,PIA,mclaren,2,2,37,0,0,1,5,43
2024,8,Monaco Grand Prix,sainz,SAI,ferrari,3,3,35,0,0,1,0,36
2024,8,Monaco Grand Prix,norris,NOR,mclaren,4,4,32,0,0,1,0,33
2024,8,Monaco Grand Prix,russell,RUS,mercedes,5,5,30,0,0,1,5,36
2024,8,Monaco Grand Prix,max_verstappen,VER,red_bull,6,6,27,0,0,1,5,33
2024,8,Monaco Grand Prix,hamilton,HAM,mercedes,7,7,25,0,3,1,0,29
2024,8,Monaco Grand Prix,tsunoda,TSU,rb,8,8,23,0,0,1,5,29
2024,8,Monaco Grand Prix,albon,ALB,williams,9,9,22,0,0,1,5,28
2024,8,Monaco Grand Prix,gasly,GAS,alpine,10,10,20,0,0,1,5,26
2024,8,Monaco Grand Prix,alonso,ALO,aston_martin,14,11,17,3,0,1,5,26
2024,8,Monaco Grand Prix,ricciardo,RIC,rb,12,12,15,0,0,1,0,16
2024,8,Monaco Grand Prix,bottas,BOT,sauber,17,13,13,4,0,1,5,23
2024,8,Monaco Grand Prix,stroll,STR,aston_martin,13,14,12,-1,0,1,0,12
2024,8,Monaco Grand Prix,sargeant,SAR,williams,15,15,10,0,0,1,0,11
2024,8,Monaco Grand Prix,zhou,ZHO,sauber,18,16,7,2,0,1,0,10
2024,8,Monaco Grand Prix,ocon,OCO,alpine,11,17,5,-6,0,0,0,-1
2024,8,Monaco Grand Prix,perez,PER,red_bull,16,18,4,-2,0,0,0,2
2024,8,Monaco Grand Prix,hulkenberg,HUL,haas,19,19,3,0,0,0,5,8
2024,8,Monaco Grand Prix,kevin_magnussen,MAG,haas,20,20,2,0,0,0,0,2
2024,9,Canadian Grand Prix,max_verstappen,VER,red_bull,2,1,40,1,0,1,5,47
2024,9,Canadian Grand Prix,norris,NOR,mclaren,3,2,37,1,0,1,5,44
2024,9,Canadian Grand Prix,russell,RUS,mercedes,1,3,35,-2,0,1,5,39
2024,9,Canadian Grand Prix,hamilton,HAM,mercedes,7,4,32,3,3,1,0,39
2024,9,Canadian Grand Prix,piastri,PIA,mclaren,4,5,30,-1,0,1,0,30
2024,9,Canadian Grand Prix,alonso,ALO,aston_martin,6,6,27,0,0,1,5,33
2024,9,Canadian Grand Prix,stroll,STR,aston_martin,9,7,25,2,0,1,0,28
2024,9,Canadian Grand Prix,ricciardo,RIC,rb,5,8,23,-3,0,1,5,26
2024,9,Canadian Grand Prix,gasly,GAS,alpine,15,9,22,6,0,1,5,34
2024,9,Canadian Grand Prix,ocon,OCO,alpine,18,10,20,8,0,1,0,29
2024,9,Canadian Grand Prix,hulkenberg,HUL,haas,17,11,17,6,0,1,5,29
2024,9,Canadian Grand Prix,kevin_magnussen,MAG,haas,14,12,15,2,0,1,0,18
2024,9,Canadian Grand Prix,bottas,BOT,sauber,19,13,13,6,0,1,5,25
2024,9,Canadian Grand Prix,tsunoda,TSU,rb,8,14,12,-6,0,1,0,7
2024,9,Canadian Grand Prix,zhou,ZHO,sauber,20,15,10,5,0,1,0,16
2024,9,Canadian Grand Prix,sainz,SAI,ferrari,12,16,7,-4,0,0,5,8
2024,9,Canadian Grand Prix,albon,ALB,williams,10,17,5,-7,0,0,5,3
2024,9,Canadian Grand Prix,perez,PER,red_bull,16,18,4,-2,0,0,0,2
2024,9,Canadian Grand Prix,leclerc,LEC,ferrari,11,19,3,-8,0,0,0,-5
2024,9,Canadian Grand Prix,sargeant,SAR,williams,13,20,2,-7,0,0,0,-5
2024,10,Spanish Grand Prix,max_verstappen,VER,red_bull,2,1,40,1,0,1,5,47
2024,10,Spanish Grand Prix,norris,NOR,mclaren,1,2,37,-1,3,1,5,45
2024,10,Spanish Grand Prix,hamilton,HAM,mercedes,3,3,35,0,0,1,5,41
2024,10,Spanish Grand Prix,russell,RUS,mercedes,4,4,32,0,0,1,0,33
2024,10,Spanish Grand Prix,leclerc,LEC,ferrari,5,5,30,0,0,1,5,36
2024,10,Spanish Grand Prix,sainz,SAI,ferrari,6,6,27,0,0,1,0,28
2024,10,Spanish Grand Prix,piastri,PIA,mclaren,9,7,25,2,0,1,0,28
2024,10,Spanish Grand Prix,perez,PER,red_bull,11,8,23,3,0,1,0,27
2024,10,Spanish Grand Prix,gasly,GAS,alpine,7,9,22,-2,0,1,5,26
2024,10,Spanish Grand Prix,ocon,OCO,alpine,8,10,20,-2,0,1,0,19
2024,10,Spanish Grand Prix,hulkenberg,HUL,haas,13,11,17,2,0,1,5,25
2024,10,Spanish Grand Prix,alonso,ALO,aston_martin,10,12,15,-2,0,1,5,19
2024,10,Spanish Grand Prix,zhou,ZHO,sauber,15,13,13,2,0,1,5,21
2024,10,Spanish Grand Prix,stroll,STR,aston_martin,14,14,12,0,0,1,0,13
2024,10,Spanish Grand Prix,ricciardo,RIC,rb,18,15,10,3,0,1,5,19
2024,10,Spanish Grand Prix,bottas,BOT,sauber,12,16,7,-4,0,1,0,4
2024,10,Spanish Grand Prix,kevin_magnussen,MAG,haas,16,17,5,-1,0,1,0,5
2024,10,Spanish Grand Prix,albon,ALB,williams,20,18,4,2,0,1,5,12
2024,10,Spanish Grand Prix,tsunoda,TSU,rb,17,19,3,-2,0,1,0,2
2024,10,Spanish Grand Prix,sargeant,SAR,williams,19,20,2,-1,0,1,0,2
2024,11,Austrian Grand Prix,russell,RUS,mercedes,3,1,40,2,0,1,5,48
2024,11,Austrian Grand Prix,piastri,PIA,mclaren,7,2,37,5,0,1,5,48
2024,11,Austrian Grand Prix,sainz,SAI,ferrari,4,3,35,1,0,1,5,42
2024,11,Austrian Grand Prix,hamilton,HAM,mercedes,5,4,32,1,0,1,0,34
2024,11,Austrian Grand Prix,max_verstappen,VER,red_bull,1,5,30,-4,0,1,5,32
2024,11,Austrian Grand Prix,hulkenberg,HUL,haas,9,6,27,3,0,1,5,36
2024,11,Austrian Grand Prix,perez,PER,red_bull,8,7,25,1,0,1,0,27
2024,11,Austrian Grand Prix,kevin_magnussen,MAG,haas,12,8,23,4,0,1,0,28
2024,11,Austrian Grand Prix,ricciardo,RIC,rb,11,9,22,2,0,1,5,30
2024,11,Austrian Grand Prix,gasly,GAS,alpine,13,10,20,3,0,1,5,29
2024,11,Austrian Grand Prix,leclerc,LEC,ferrari,6,11,17,-5,0,1,0,13
2024,11,Austrian Grand Prix,ocon,OCO,alpine,10,12,15,-2,0,1,0,14
2024,11,Austrian Grand Prix,stroll,STR,aston_martin,17,13,13,4,0,1,5,23
2024,11,Austrian Grand Prix,tsunoda,TSU,rb,14,14,12,0,0,1,0,13
2024,11,Austrian Grand Prix,albon,ALB,williams,16,15,10,1,0,1,5,17
2024,11,Austrian Grand Prix,bottas,BOT,sauber,18,16,7,2,0,1,5,15
2024,11,Austrian Grand Prix,zhou,ZHO,sauber,20,17,5,3,0,1,0,9
2024,11,Austrian Grand Prix,alonso,ALO,aston_martin,15,18,4,-3,3,1,0,5
2024,11,Austrian Grand Prix,sargeant,SAR,williams,19,19,3,0,0,1,0,4
2024,11,Austrian Grand Prix,norris,NOR,mclaren,2,20,2,-18,0,1,0,-15
2024,12,British Grand Prix,hamilton,HAM,mercedes,2,1,40,1,0,1,5,47
2024,12,British Grand Prix,max_verstappen,VER,red_bull,4,2,37,2,0,1,5,45
2024,12,British Grand Prix,norris,NOR,mclaren,3,3,35,0,0,1,5,41
2024,12,British Grand Prix,piastri,PIA,mclaren,5,4,32,1,0,1,0,34
2024,12,British Grand Prix,sainz,SAI,ferrari,7,5,30,2,3,1,5,41
2024,12,British Grand Prix,hulkenberg,HUL,haas,6,6,27,0,0,1,5,33
2024,12,British Grand Prix,stroll,STR,aston_martin,8,7,25,1,0,1,5,32
2024,12,British Grand Prix,alonso,ALO,aston_martin,10,8,23,2,0,1,0,26
2024,12,British Grand Prix,albon,ALB,williams,9,9,22,0,0,1,5,28
2024,12,British Grand Prix,tsunoda,TSU,rb,13,10,20,3,0,1,5,29
2024,12,British Grand Prix,sargeant,SAR,williams,12,11,17,1,0,1,0,19
2024,12,British Grand Prix,kevin_magnussen,MAG,haas,17,12,15,5,0,1,0,21
2024,12,British Grand Prix,ricciardo,RIC,rb,15,13,13,2,0,1,0,16
2024,12,British Grand Prix,leclerc,LEC,ferrari,11,14,12,-3,0,1,0,10
2024,12,British Grand Prix,bottas,BOT,sauber,16,15,10,1,0,1,5,17
2024,12,British Grand Prix,ocon,OCO,alpine,18,16,7,2,0,1,5,15
2024,12,British Grand Prix,perez,PER,red_bull,20,17,5,3,0,1,0,9
2024,12,British Grand Prix,zhou,ZHO,sauber,14,18,4,-4,0,1,0,1
2024,12,British Grand Prix,russell,RUS,mercedes,1,19,3,-18,0,0,0,-15
2024,12,British Grand Prix,gasly,GAS,alpine,19,20,2,-1,0,0,0,1
2024,13,Hungarian Grand Prix,piastri,PIA,mclaren,2,1,40,1,0,1,5,47
2024,13,Hungarian Grand Prix,norris,NOR,mclaren,1,2,37,-1,0,1,0,37
2024,13,Hungarian Grand Prix,hamilton,HAM,mercedes,5,3,35,2,0,1,5,43
2024,13,Hungarian Grand Prix,leclerc,LEC,ferrari,6,4,32,2,0,1,5,40
2024,13,Hungarian Grand Prix,max_verstappen,VER,red_bull,3,5,30,-2,0,1,5,34
2024,13,Hungarian Grand Prix,sainz,SAI,ferrari,4,6,27,-2,0,1,0,26
2024,13,Hungarian Grand Prix,perez,PER,red_bull,16,7,25,9,0,1,0,35
2024,13,Hungarian Grand Prix,russell,RUS,mercedes,17,8,23,9,3,1,0,36
2024,13,Hungarian Grand Prix,tsunoda,TSU,rb,10,9,22,1,0,1,5,29
2024,13,Hungarian Grand Prix,stroll,STR,aston_martin,8,10,20,-2,0,1,5,24
2024,13,Hungarian Grand Prix,alonso,ALO,aston_martin,7,11,17,-4,0,1,0,14
2024,13,Hungarian Grand Prix,ricciardo,RIC,rb,9,12,15,-3,0,1,0,13
2024,13,Hungarian Grand Prix,hulkenberg,HUL,haas,11,13,13,-2,0,1,5,17
2024,13,Hungarian Grand Prix,albon,ALB,williams,13,14,12,-1,0,1,5,17
2024,13,Hungarian Grand Prix,kevin_magnussen,MAG,haas,15,15,10,0,0,1,0,11
2024,13,Hungarian Grand Prix,bottas,BOT,sauber,12,16,7,-4,0,1,5,9
2024,13,Hungarian Grand Prix,sargeant,SAR,williams,14,17,5,-3,0,1,0,3
2024,13,Hungarian Grand Prix,ocon,OCO,alpine,19,18,4,1,0,1,5,11
2024,13,Hungarian Grand Prix,zhou,ZHO,sauber,18,19,3,-1,0,1,0,3
2024,13,Hungarian Grand Prix,gasly,GAS,alpine,20,20,2,0,0,0,0,2
2024,14,Belgian Grand Prix,hamilton,HAM,mercedes,3,1,40,2,0,1,5,48
2024,14,Belgian Grand Prix,piastri,PIA,mclaren,5,2,37,3,0,1,5,46
2024,14,Belgian Grand Prix,leclerc,LEC,ferrari,1,3,35,-2,0,1,5,39
2024,14,Belgian Grand Prix,max_verstappen,VER,red_bull,11,4,32,7,0,1,5,45
2024,14,Belgian Grand Prix,norris,NOR,mclaren,4,5,30,-1,0,1,0,30
2024,14,Belgian Grand Prix,sainz,SAI,ferrari,7,6,27,1,0,1,0,29
2024,14,Belgian Grand Prix,perez,PER,red_bull,2,7,25,-5,3,1,0,24
2024,14,Belgian Grand Prix,alonso,ALO,aston_martin,8,8,23,0,0,1,5,29
2024,14,Belgian Grand Prix,ocon,OCO,alpine,9,9,22,0,0,1,5,28
2024,14,Belgian Grand Prix,ricciardo,RIC,rb,13,10,20,3,0,1,5,29
2024,14,Belgian Grand Prix,stroll,STR,aston_martin,15,11,17,4,0,1,0,22
2024,14,Belgian Grand Prix,albon,ALB,williams,10,12,15,-2,0,1,5,19
2024,14,Belgian Grand Prix,gasly,GAS,alpine,12,13,13,-1,0,1,0,13
2024,14,Belgian Grand Prix,kevin_magnussen,MAG,haas,17,14,12,3,0,1,5,21
2024,14,Belgian Grand Prix,bottas,BOT,sauber,14,15,10,-1,0,1,5,15
2024,14,Belgian Grand Prix,tsunoda,TSU,rb,20,16,7,4,0,1,0,12
2024,14,Belgian Grand Prix,sargeant,SAR,williams,18,17,5,1,0,1,0,7
2024,14,Belgian Grand Prix,hulkenberg,HUL,haas,16,18,4,-2,0,1,0,3
2024,14,Belgian Grand Prix,zhou,ZHO,sauber,19,19,3,0,0,0,0,3
2024,14,Belgian Grand Prix,russell,RUS,mercedes,6,20,2,-14,0,1,0,-11
2024,15,Dutch Grand Prix,norris,NOR,mclaren,1,1,40,0,3,1,5,49
2024,15,Dutch Grand Prix,max_verstappen,VER,red_bull,2,2,37,0,0,1,5,43
2024,15,Dutch Grand Prix,leclerc,LEC,ferrari,6,3,35,3,0,1,5,44
2024,15,Dutch Grand Prix,piastri,PIA,mclaren,3,4,32,-1,0,1,0,32
2024,15,Dutch Grand Prix,sainz,SAI,ferrari,10,5,30,5,0,1,0,36
2024,15,Dutch Grand Prix,perez,PER,red_bull,5,6,27,-1,0,1,0,27
2024,15,Dutch Grand Prix,russell,RUS,mercedes,4,7,25,-3,0,1,5,28
2024,15,Dutch Grand Prix,hamilton,HAM,mercedes,14,8,23,6,0,1,0,30
2024,15,Dutch Grand Prix,gasly,GAS,alpine,9,9,22,0,0,1,5,28
2024,15,Dutch Grand Prix,alonso,ALO,aston_martin,7,10,20,-3,0,1,5,23
2024,15,Dutch Grand Prix,hulkenberg,HUL,haas,12,11,17,1,0,1,5,24
2024,15,Dutch Grand Prix,ricciardo,RIC,rb,13,12,15,1,0,1,5,22
2024,15,Dutch Grand Prix,stroll,STR,aston_martin,8,13,13,-5,0,1,0,9
2024,15,Dutch Grand Prix,albon,ALB,williams,19,14,12,5,0,1,5,23
2024,15,Dutch Grand Prix,ocon,OCO,alpine,15,15,10,0,0,1,0,11
2024,15,Dutch Grand Prix,sargeant,SAR,williams,18,16,7,2,0,1,0,10
2024,15,Dutch Grand Prix,tsunoda,TSU,rb,11,17,5,-6,0,1,0,0
2024,15,Dutch Grand Prix,kevin_magnussen,MAG,haas,20,18,4,2,0,1,0,7
2024,15,Dutch Grand Prix,bottas,BOT,sauber,16,19,3,-3,0,1,5,6
2024,15,Dutch Grand Prix,zhou,ZHO,sauber,17,20,2,-3,0,1,0,0
2024,16,Italian Grand Prix,leclerc,LEC,ferrari,4,1,40,3,0,1,5,49
2024,16,Italian Grand Prix,piastri,PIA,mclaren,2,2,37,0,0,1,5,43
2024,16,Italian Grand Prix,norris,NOR,mclaren,1,3,35,-2,3,1,0,37
2024,16,Italian Grand Prix,sainz,SAI,ferrari,5,4,32,1,0,1,0,34
2024,16,Italian Grand Prix,hamilton,HAM,mercedes,6,5,30,1,0,1,5,37
2024,16,Italian Grand Prix,max_verstappen,VER,red_bull,7,6,27,1,0,1,5,34
2024,16,Italian Grand Prix,russell,RUS,mercedes,3,7,25,-4,0,1,0,22
2024,16,Italian Grand Prix,perez,PER,red_bull,8,8,23,0,0,1,0,24
2024,16,Italian Grand Prix,albon,ALB,williams,9,9,22,0,0,1,5,28
2024,16,Italian Grand Prix,kevin_magnussen,MAG,haas,13,10,20,3,0,1,5,29
2024,16,Italian Grand Prix,alonso,ALO,aston_martin,11,11,17,0,0,1,5,23
2024,16,Italian Grand Prix,colapinto,COL,williams,18,12,15,6,0,1,0,22
2024,16,Italian Grand Prix,ricciardo,RIC,rb,12,13,13,-1,0,1,5,18
2024,16,Italian Grand Prix,ocon,OCO,alpine,15,14,12,1,0,1,5,19
2024,16,Italian Grand Prix,gasly,GAS,alpine,14,15,10,-1,0,1,0,10
2024,16,Italian Grand Prix,bottas,BOT,sauber,19,16,7,3,0,1,5,16
2024,16,Italian Grand Prix,hulkenberg,HUL,haas,10,17,5,-7,0,1,0,-1
2024,16,Italian Grand Prix,zhou,ZHO,sauber,20,18,4,2,0,1,0,7
2024,16,Italian Grand Prix,stroll,STR,aston_martin,17,19,3,-2,0,1,0,2
2024,16,Italian Grand Prix,tsunoda,TSU,rb,16,20,2,-4,0,0,0,-2
2024,17,Azerbaijan Grand Prix,piastri,PIA,mclaren,2,1,40,1,0,1,5,47
2024,17,Azerbaijan Grand Prix,leclerc,LEC,ferrari,1,2,37,-1,0,1,5,42
2024,17,Azerbaijan Grand Prix,russell,RUS,mercedes,5,3,35,2,0,1,5,43
2024,17,Azerbaijan Grand Prix,norris,NOR,mclaren,15,4,32,11,3,1,0,47
2024,17,Azerbaijan Grand Prix,max_verstappen,VER,red_bull,6,5,30,1,0,1,5,37
2024,17,Azerbaijan Grand Prix,alonso,ALO,aston_martin,7,6,27,1,0,1,5,34
2024,17,Azerbaijan Grand Prix,albon,ALB,williams,9,7,25,2,0,1,5,33
2024,17,Azerbaijan Grand Prix,colapinto,COL,williams,8,8,23,0,0,1,0,24
2024,17,Azerbaijan Grand Prix,hamilton,HAM,mercedes,19,9,22,10,0,1,0,33
2024,17,Azerbaijan Grand Prix,bearman,BEA,haas,10,10,20,0,0,1,5,26
2024,17,Azerbaijan Grand Prix,hulkenberg,HUL,haas,12,11,17,1,0,1,0,19
2024,17,Azerbaijan Grand Prix,gasly,GAS,alpine,18,12,15,6,0,1,5,27
2024,17,Azerbaijan Grand Prix,ricciardo,RIC,rb,14,13,13,1,0,1,5,20
2024,17,Azerbaijan Grand Prix,zhou,ZHO,sauber,17,14,12,3,0,1,5,21
2024,17,Azerbaijan Grand Prix,ocon,OCO,alpine,20,15,10,5,0,1,0,16
2024,17,Azerbaijan Grand Prix,bottas,BOT,sauber,16,16,7,0,0,1,0,8
2024,17,Azerbaijan Grand Prix,perez,PER,red_bull,4,17,5,-13,0,1,0,-7
2024,17,Azerbaijan Grand Prix,sainz,SAI,ferrari,3,18,4,-15,0,1,0,-10
2024,17,Azerbaijan Grand Prix,stroll,STR,aston_martin,13,19,3,-6,0,0,0,-3
2024,17,Azerbaijan Grand Prix,tsunoda,TSU,rb,11,20,2,-9,0,0,0,-7
2024,18,Singapore Grand Prix,norris,NOR,mclaren,1,1,40,0,0,1,5,46
2024,18,Singapore Grand Prix,max_verstappen,VER,red_bull,2,2,37,0,0,1,5,43
2024,18,Singapore Grand Prix,piastri,PIA,mclaren,5,3,35,2,0,1,0,38
2024,18,Singapore Grand Prix,russell,RUS,mercedes,4,4,32,0,0,1,5,38
2024,18,Singapore Grand Prix,leclerc,LEC,ferrari,9,5,30,4,0,1,5,40
2024,18,Singapore Grand Prix,hamilton,HAM,mercedes,3,6,27,-3,0,1,0,25
2024,18,Singapore Grand Prix,sainz,SAI,ferrari,10,7,25,3,0,1,0,29
2024,18,Singapore Grand Prix,alonso,ALO,aston_martin,7,8,23,-1,0,1,5,28
2024,18,Singapore Grand Prix,hulkenberg,HUL,haas,6,9,22,-3,0,1,5,25
2024,18,Singapore Grand Prix,perez,PER,red_bull,13,10,20,3,0,1,0,24
2024,18,Singapore Grand Prix,colapinto,COL,williams,12,11,17,1,0,1,5,24
2024,18,Singapore Grand Prix,tsunoda,TSU,rb,8,12,15,-4,0,1,5,17
2024,18,Singapore Grand Prix,ocon,OCO,alpine,15,13,13,2,0,1,5,21
2024,18,Singapore Grand Prix,stroll,STR,aston_martin,17,14,12,3,0,1,0,16
2024,18,Singapore Grand Prix,zhou,ZHO,sauber,20,15,10,5,0,1,5,21
2024,18,Singapore Grand Prix,bottas,BOT,sauber,19,16,7,3,0,1,0,11
2024,18,Singapore Grand Prix,gasly,GAS,alpine,18,17,5,1,0,1,0,7
2024,18,Singapore Grand Prix,ricciardo,RIC,rb,16,18,4,-2,3,1,0,6
2024,18,Singapore Grand Prix,kevin_magnussen,MAG,haas,14,19,3,-5,0,1,0,-1
2024,18,Singapore Grand Prix,albon,ALB,williams,11,20,2,-9,0,0,0,-7
2024,19,United States Grand Prix,leclerc,LEC,ferrari,4,1,40,3,0,1,5,49
